name,nation,remarks,website,available_number,language_condition,one_year_available,course_restriction,not_major_course,keyword,satisfaction,went_number,went_major,image_url
University of Oklahoma,미국,,http://www.ou.edu/cis/iss/students/exchange/application-instructions,2,"학부 수업 수강 : TOEFL iBT 61, 또는 IELTS 6.0
석사 수업 수강 : TOEFL iBT 79, or IELTS 6.5",Yes ( With taking 1 exchange spot),"Yes, there are a few that are not acceptable. It is on the website.
의대, 경영대-석사, 경제대- 석사, 평생교육 제한",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRDVsm2CQ8_ltFgRYU37nbquXaYslgGhTIyAzne3AF_B2govufkg4OvXsc
University of Massachusetts Boston,미국,,https://www.umb.edu/academics/global/exchange,2,"TOEFL 79-80 (학사, 석사 동일), 또는 IELTS 6.0
For the specific scores required by UMass Boston departments and colleges, different than the one posted here, check https://admissions.umb.edu/graduate-students/apply/international-graduate-applicants ",Yes ( With taking 1 exchange spot),"No Continuing Education courses (CAPS/ CE), no ESL courses included in tuition waiver. Nursing courses are restricted on a case-by-case basis. ",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcR1ey4hO8wIiwgpsL798IMg41pneuk3nFgszHpBloRqc_KmcHBdM0LP1eE
Boise State University,미국,,https://www.boisestate.edu/globaleducation-iss/exchange-j1-students/,2,https://www.boisestate.edu/globaleducation-international/international-admissions/apply/ia-international-first-year-admission/#english-proficiency-requirements,Yes ( With taking 1 exchange spot),Nursing,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTM19kJJ3fWpIcvEd_fvPIiviIN6LCY9D0ozJFRYTtnHIHqqFP6JGqRUX8
American University,미국,,https://auabroad.american.edu/,0,"토플 IBT 80 (각 영역 최소 18 이상), 또는 IELTS 6.5 (각 영역 6.5 이상)",Yes ( Without taking 1 exchange spot),"No Communication students, this department is highly restrictive with their courses.  See more restrictions here: https://www.american.edu/abroadatau/academics.cfm",Yes,"['되다', '적다', '길다']",5.0,1,['행정학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcQlttZBmkI8Bb9QRaOsYPLUb-8Cf1JX1eqXR49XsXJlgVSMspM9ufz-mZ4
Penn State,미국,"경영대학, 사범대학, 예술대학 수강제한",https://global.psu.edu/category/incoming-exchange-students,5,"IBT TOEFL 80, 또는 IELTS 6.5",Yes ( With taking 1 exchange spot),"Musical Theater, Studio and Production Courses, Education, Nursing, Business is restricted",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQbzIWO589QSInP8lGpcDULcIuMVkSHo3OBi_9mXoKoiszjiNarlcrswy6z
North Park University,미국,사범대학 수강 불가,https://www.northpark.edu/admissions-aid/undergraduate-admissions/international-students/international-exchange-or-study-abroad-students/,2,"TOEFL 80, 또는 IELTS 6.5",Yes ( With taking 1 exchange spot),"Nursing, athletic training, education",Yes,"['공부', '잘해야', '기대하다', '달리', '솔직하다', '친숙하다', '언어', '나라', '처음', '학교']",4.5,8,"['경영학과', '유학동양학과', '영어영문학과', '신문방송학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcQJMjOSLe4nWj5rotvNL3RZLS5cct-ZeKlPxu4_LijBY8Cf71vU6Gpo3rLQ
Indiana University,미국,경영학과 Kelley Business School,https://kelley.iu.edu/programs/undergrad/academics/study-abroad/international-exchange-students.cshtml (경영),"3 (경영학과 2, 타과 1)","경영학과 : TOEFL IBT 79, 또는 IELTS 6.5
타과 : TOEFL IBT 95 (Listening 22, Speaking 22 이상), 또는 IELTS 7.0 (Listening 6.5, Speaking 6.5 이상)",Yes ( With taking 1 exchange spot),경영학과가 아닌 학생 : Students must take the majority of their classes in the College of Arts and Sciences.,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT2qLZYTTSk_jW7b83kmvfszsD6M8fxPTjyDCe2_Qm5fr6qLjmBSR-SqPA
"University of California, Santa Cruz",미국,,https://isss.ucsc.edu/students/exchange/index.html,2,"토플 IBT 83, 또는 IELTS 6.5, 토익 불가",Yes ( With taking 1 exchange spot),"★과목, 전공 별 선이수과목 + 팩트시트 필수 체크★",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT91w7M6gHDg16hodjDoUrXhtiJsIukHn-0RxhgtVX9Y_VbQg8oxjMdWwb1Aw
Clarkson University,미국,,https://www.clarkson.edu/international-center/inbound-exchange,4,"토플 IBT 80, IELTS 6.5, 또는 English Ability Form (located in the application) signed by your home university coordinator
https://www.clarkson.edu/international-center/inbound-exchange",Yes ( With taking 1 exchange spot),Some graduate health sciences programs,Yes,"['재미있다', '나가다', '다양하다', '짧다', '새롭다', '학습', '기간', '문화', '자체', '그냥']",4.0,5,"['심리학과', '영어영문학과', '국어국문학과', '경영학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcTWPAffdb2e9aRj4JK91_0U5dXMYW0EMAba3IJoHVl4X-VJigxCJgdt4Ac
UNC Greensboro,미국,,https://international.uncg.edu/international-students-and-scholars/exchange-students/,2,"TOEFL IBT 80, 또는 IELTS (6.0 for undergraduate, 6.5 for graduate)",Yes ( With taking 1 exchange spot),"Departments not available to exchange students: Communication Sciences and Disorders, Nursing, Liberal Studies, Counseling and Educational Development, Elementary Education, Middle Grades Education, Speech Pathology & Audiology,  graduate level courses in the English Department, graduate level courses in Psychology, graduate level Consumer, Apparel, and Retail Studies",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRTXq2HtlaFhuGT2weckxwfvuewVrSmh9FYJ1k0A47Uv7SY70TE7_TiK8hD
University of Wyoming,미국,,http://www.uwyo.edu/uwyoabroad/incoming-exchange/index.html,2,"토플 IBT 71, 또는 IELTS 6.0 / Engineering (공과대학 수업 수강) : 토플 IBT 80, 또는 IELTS 6.5
Pharmacy students should consult directly with the Pharmacy school on their requirement
Applicants with lower language proficiency scores are encouraged to apply to the UW Intensive ESL Program- http://www.uwyo.edu/geo/elc/iep/index.html",Yes ( With taking 1 exchange spot),"Enrollment in LAW classes is strictly limited.  Permission must be granted by the College of Law, and if given, enrollment is limited to 1 class
Study Abroad and Exchange Students are not permitted to enroll in MBAM, MBAX, NURS or PHCY classes
Online and other classes that are administered through the Outreach School are not included in the exchange agreement and students will be responsible for paying tuition for these classes.  They can be identified by their section number.  For example, in ENGL 1010-40, the section number is 40.  Any section number 40-89 is a class offered through the Outreach School and is not included in the exchange agreement.",Yes,"['학교', '이번', '만끽', '지내다', '개월', '연수로', '예전', '어학', '샌프란시스코', '수학']",4.33,3,"['행정학과', '교육학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcTIDdUtbRNskq_hpd72tbCM-m7nKTx6h1XXmPNJY8gut4fEBRUSlJRVfrHl
The University of Texas at Dallas,미국,,https://www.utdallas.edu/ea/incoming-students/,1,"TOEFL IBT 80, 또는 IELTS 6.5",Yes ( With taking 1 exchange spot),no,Yes,"['맞다', '후반', '룸메이트', '목표', '두다', '실력', '대부분', '걸다', '일단', '캠퍼스']",4.0,10,"['영어영문학과', '기계공학부', '전자전기공학부', '경제학과', '화학공학/고분자공학부', '의상학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcRUVMKCbaWUxphkQW0Iy7OGYAVi6BHnAeyaFPRBwiFEknUEO7yce0DbNA2-
University at Buffalo,미국,,http://www.buffalo.edu/studyabroad.html,None,"TOEFL IBT 70, 또는 IELTS 6.0 
http://www.buffalo.edu/studyabroad/incomingexchangeandvisitingstudents.html",Yes ( Without taking 1 exchange spot),http://www.buffalo.edu/studyabroad/incomingexchangeandvisitingstudents.html,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQkq8sV9cb-MvIUDLO070cswL9RwNYZ9R9SD6DOIStav1njhIwsta8M1__4
"College of Charlston,
School of Business",미국,글로벌경영/경영전공만 지원가능,http://international.cofc.edu/,2,IBT 80 또는 IELTS 6.5  ,No,http://registrar.cofc.edu/courses/index.php,홈페이지 참조,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQnKlhQTTrzwdc6jzTCYphq-fw9UaSq-nexkeYc1kS7irkUylBhGIAwt_r5
"Washington State University,
Carson College of Business",미국,글로벌경영/경영전공만 지원가능,www.ip.wsu.edu,1,IBT 79 또는 IELTS 6.5 ,No,No,첨부파일 참조,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQAUQvbFSxxtmVK-sX0GYWc9x_dmJ4y2l0AKlo0CLXhY7M6WNqoKioaEVLS
"Arizona State University, W. P. Carey School of Business",미국,W.P. Carey School of Business (undergraduate programs): seats are limited depending on the specific academic unit or course; one example is Supply Chain Management (SCM) which has extremely limited spaces for exchange students. 글로벌경영/경영전공만 지원가능,https://mystudyabroad.asu.edu/international,2,IBT 79 또는 IELTS 6.0  ,No,Students will have access to the ASU course catalog and may enroll in any classes they are eligible for that have open capacity (must meet pre-requisite requirements). ,Academic information,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQxLVwwjbsjEUmnY3dcK81ZpiHe8Lxak_CCyJtY9j50Per7xMTHs6Hff0k
Université de Liège,벨기에,글로벌경영/경영전공만 지원가능,http://www.hec.ulg.ac.be/en/international/incoming-students/exchange-students ,4,"토플 80, IELTS 6.0, TOEIC 880, Letter of Proficiency 중 한 가지 제출
",Yes ( With taking 1 exchange spot),see with departmental coordinator (Muriel BEQUET; mbequet@uliege.be),Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRdZ6g59K4NXg2d49n-kkcV1Hv7ZYW3JTW3SWdZiR490gyS4epsH9Z2liXv
ICHEC Brussels Management School,벨기에,글로벌경영/경영전공만 지원가능,www.icheccampus.ichec.be,2,"영어 수업 수강 : IBT 80, IELTS 6.0, TOEIC 880 중 한 가지 제출
프랑스어 수업 수강 : B2",No,No,첨부파일 참조,"['경험', '다시다', '보내다', '경영', '개월', '리스트', '학기', '인생', '대학', '이해']",3.0,2,"['경영학과', '글로벌경영학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcR-FDCdfC2BRpouDU5gkJFBnpLMcUrjgy5wUozye32xvhlhPqXfhBOIde2j
"KU Leuven, Faculty of Economics and Business",벨기에,"글로벌경영/경영전공만 지원가능 / 캠퍼스를 선택하여 지원하여야 하며, 캠퍼스별로 수강할 수 있는 과목이 상이하므로 주의(캠퍼스 교차수강 불가능)
-Campus Antwerp has some interesting Business courses with a focus on the Harbor logistics (but of course there also other courses) ",www.feb.kuleuven.be/international,3,"IBT 85, 또는 IELTS 6.5",No,Yes,https://feb.kuleuven.be/eng/international/information-package/courses,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcSPFpShMjm-YFLfOhPgB3WeFf1YZSoyf-NklI646koWNk1lbIuSw1om5lT9
FGV EAESP,브라질,,https://eaesp.fgv.br/en/students/exchange,2,We do not require language certificates,No,Students coming to FGV EAESP will take courses on business administration. They might also take courses in FGV Law School depending on the availability ,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcSysdnBjv4TWG95HSXXLeBglXZmU4_8wQYbvgB82AsK-qFEDBWrDCOiwTg
Universidade do Vale do Rio dos Sinos - UNISINOS,브라질,,http://www.unisinos.br/global/en/prospective-student/international-programs/undergraduate-exchange-program,4,"There is no language certificate required. However, the number of English courses available are still limited.",Yes ( Without taking 1 exchange spot),Medicine,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQEfHbVTB1wM2DXPtGSEQxM1ZMQ3GS4lNJK_--AN1-hJ7hzUjELbsWl_g
University of Sao Paulo,브라질,,http://www.usp.br/internationaloffice/en/index.php/admissions/undergraduate/exchange-student,4,All classes are taught in Portuguese Language - Level B1 required,Yes ( With taking 1 exchange spot),http://www.usp.br/internationaloffice/en/index.php/admissions/studentexchange/exchange-student,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTL0VODggguvpiF_nIN0oLy8YepGm4lFt_gTQ3aTwswqTGAQc9iRq_Zn3M
Universiti Brunei Darussalam (UBD),브루나이,,https://ubd.edu.bn/admission/international-exchange/ubd-student-exchange-programme/,10,"IELTS 5.5 to 6.0 (학과마다 상이할 수 있음), and their equivalents.",Yes ( With taking 1 exchange spot),Students without proven Malay Proficiency cannot take Malay Medium modules.,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcSRdjyYELnWjeAWC4Vt4MSD-r1FwBAhswiSdz3G47RVmV74jkZiwk2qCkg
Halmstad University,스웨덴,,https://www.hh.se/english/education/exchange-student.html,4,"토플 80, IELTS 6.0, TOEIC 880 중 한 가지 제출",Yes ( With taking 1 exchange spot),no,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQEMrRRU-ga0vmiHPncxh_aW9I8vzeGuiYZL6aOWiuxiyMObQiUO41oGsA
Linköping University,스웨덴,,https://liu.se/en/education/exchange-studies?l=en,4,"토플 80, IELTS 6.0, TOEIC 880, Letter of Proficiency 중 한 가지 제출",Yes ( With taking 1 exchange spot),Restricted access to the Faculty of Medicine and Health Sciences. Limited number of spots at the Faculty of Science and Engineering.,Yes,"['시간', '이다', '가기', '고민', '적다', '거기', '길다', '행복하다', '차다', '친절하다']",4.67,3,"['영어영문학과', '통계학과', '화학공학/고분자공학부']",http://t1.gstatic.com/images?q=tbn:ANd9GcSPFTaSgLQ9cLG_68X3fR3jjpy-koTmz6ZgO6bdCYrXQN5X2HMGGkpPaOdp
Uppsala University,스웨덴,,https://www.uu.se/en/admissions/exchange/incoming/,2,"We request that partner coordinators discuss with their applicants that at least a B2 level on the Common European Framework of Reference for Languages is the level the students can manage.
",Yes ( With taking 1 exchange spot),"•	Business Studies courses – entry requirements vary considerably. Please note the early application deadline!
•	Economics – no courses available from the Department of Economics. 
•	Law courses – at least two years of prior full time Law studies are required.
•	Psychology courses – only a few courses taught in English with limited places
•	Sociology courses – no courses at Bachelor level are taught in English
•	Medicine courses – no entry-level courses are taught in English. Students must have a strong academic background within Medicine and meet the entry requirements described in the course description.
•	Natural Sciences courses including Physics, Chemistry, Biology and Engineering have few to no entry-level courses taught in English. Students must have a strong academic background within these subjects and meet the entry requirements described in the course description.
•	Places on courses taught in Swedish for those with enough Swedish language skills can be offered if there are vacancies. Students will be notified of the decision only after the national (Swedish) admission process has been completed.

",Yes,"['신청', '지금', '다음', '오시', '학기', '머리', '많아지다', '찾다', '천국', '겨울']",5.0,5,"['글로벌리더학부', '경제학과', '신문방송학과', '아동청소년학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcRwNr-XKIHzY73JfafYYDwLRZlvTDELilqO3WfjpctdKmoXEERbswLnQuQ9
Linnaeus University,스웨덴,,https://lnu.se/en/education/exchange-studies/,4,"Language Proficiency Report (Certificate)
https://lnu.se/en/education/exchange-studies/",Yes ( With taking 1 exchange spot),No,Yes,"['짜다', '대학교', '스포츠', '매우', '대답', '물어보다', '여기', '아름답다', '깨끗하다', '개월']",5.0,5,"['사회복지학과', '컴퓨터공학과', '철학과', '한문교육과']",http://t1.gstatic.com/images?q=tbn:ANd9GcQi3T0AYZSLhCExzSTlixWlmSAHj_ycYgaabmwbkrJtxADyeyE0S0BkkJw
"Stockholm University,
Stockholm Business School",스웨덴,글로벌경영/경영전공만 지원가능,www.su.se/english/study/exchange-students,2,IBT 80 (전 영역 20 이상) 또는 IELTS 6.5(전 영역 6.0 이상),No,No,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTbDcbS-K7ObaGA1T7HmiH_nWi5OaQhkBNLedCQ1udGq9hkEw9YAXxARhM
"University of Applied Sciences and Arts Northwestern Switzerland, School of Business",스위스,글로벌경영/경영전공만 지원가능,https://www.fhnw.ch/en/degree-programmes/business,2,"영어 수업 수강 : 토플 79, IELTS 6.0, TOEIC 880 중 한 가지 제출
독일어 수업 수강 : B2",No,Yes,No,"['한가롭다', '보내다', '시간', '위주', '도심', '다니다', '스위스', '여행']",4.0,1,['경영학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcQ0Wuq9l_keHhXPbdEb9Ytdi6b2WSCqOcStO_cTuh_fPbMvXcFT97GVMpE
ZHAW School of Management and Law,스위스,,https://www.zhaw.ch/en/sml/study/international/incoming-students/,"학부생 6, 대학원생 2","토플 IBT 79, 또는 IELTS 6.5
https://www.zhaw.ch/en/sml/study/international/incoming-students/admission-requirements-and-application-process/",Yes ( With taking 1 exchange spot),It is not possible to take courses from other departements,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRa75cxBqK7twLSTqPygvRIuzZmWE_hjMjhJNFCn2IZnRahpwWqxm3UydF_
